name,molecule_chembl_id,smiles,max_phase,best_pchembl,best_standard_nM,activity_types,source,zinc_id,replicate
,,CC[C@](C)(CCNC(=O)c1csc(=N)[nH]1)NC(=O)C1[C@H]2COC[C@H]12,,,,,,ZINCog000011O0bc,5
,,CCCC[C@@H](CO)NC(=O)C(CC)(CC)CNC(=O)C=C[C@H](C)CC,,,,,,ZINCpB00000xyzzL,5
,,COc1ccc(-c2cccc(C(=O)N3C[C@H]4C[C@H]3CCO4)c2)cc1,,,,,,ZINCoD00000gZTUL,5
,,CCN(CCNC(=O)CN(C(=O)[C@@H](C)S(N)(=O)=O)C1CC1)C1CC1,,,,,,ZINCo500000HKEwY,5
,,CCN(C1CC1)S(=O)(=O)c1cc(F)ccc1OC(F)(F)F,,,,,,ZINCly000006S1GH,5
,,Cc1ccccc1C(=O)NNC(=O)C[C@H]1CC2CC1C2,,,,,,ZINCkr0000082kcR,5
,,C=C[C@@H](O)CNC(=O)C[C@@H](C)N(C)C(=O)c1nnn(C)c1C,,,,,,ZINCm500000x1nl4,5
,,CCc1n[nH]cc1CN(Cc1csc(C)c1)C(=O)CCNC(=O)OC,,,,,,ZINCpw00000Ql5c7,5
,,O=C(NC[C@@H]1CO[C@@H]2CCC[C@@H]2O1)c1cc2cc(C(F)F)ccc2o1,,,,,,ZINCpE00000qYEdh,5
,,CCN(CCNC(=O)CNS(N)(=O)=O)C(=O)[C@@H]1CCc2scnc21,,,,,,ZINCo400000HKExf,5
,,C[C@@H]1CCOCCN1C(=O)[C@@H]1CCCN1C(=O)CC1CCCCC1,,,,,,ZINCov00000pe4rb,5
,,C#CCOC(=O)CNc1ccc([S@@](C)(=N)=O)cn1,,,,,,ZINCid00000eTXVT,5
,,C#CC(C)(C)C(=O)N[C@H]1CCC[C@H]1NC(=O)[C@H]1CCCC12CC2,,,,,,ZINCnt000008A3p1,5
,,CC(C)[C@@](C)(CNC(=O)c1c[nH]nc1Cl)NC(=O)[C@H](C)CC(N)=O,,,,,,ZINCoe000011O0aZ,5
,,CCN(CCNC(=O)CNC(=O)CC(C)C)C(=O)[C@@H](C)CC(N)=O,,,,,,ZINCo500000HKEwW,5
,,C[C@H](NC(=NCC1(C#N)CCC1)NC1CC(C)(C)C1)C1CC1,,,,,,ZINCmC000004AeNZ,5
,,C=CCC[C@H](CO)NC(=O)CCCCCN(C)C(=O)C=C[C@H](C)CC,,,,,,ZINCpA00000xyzzT,5
,,C#CCC[C@H](O)C(=O)N1CCC[C@@]2(C=CCO2)C1,,,,,,ZINCid00000eTXIX,5
,,C=C[C@@H](O)CNC(=O)C[C@@H](CC)NC(=O)[C@@H](O)CC(C)(C)C,,,,,,ZINCmd00000x1nkV,5
,,COC(=O)[C@H](C)C(=O)NCC(C)(C)C(=O)N[C@@H]1CC(C)(C)OC1(C)C,,,,,,ZINCpk00000SNqZf,5
,,CC[C@@H](C)C(=O)N[C@@]1(CCOC)CCN(C(=O)CNC(N)=O)C1,,,,,,ZINCn500000derxE,5
,,C#CC(C)(C)C(=O)N[C@@H]1CCC[C@@H](NC(=O)C[C@H]2CC23CC3)C1,,,,,,ZINCnt000008A2Wb,5
,,C[C@H]1CCOCCN1C(=O)[C@H]1C[C@H](CNC(=O)CCC(C)(C)C)C1,,,,,,ZINCov00000pe4re,5
,,CC[C@@H](C)C(=O)NC[C@H]1C=CCN1C(=O)CN1CCNC(=O)C1,,,,,,ZINCn500000deqKx,5
,,CC[C@@H](CNC(=O)C[C@H](C)SC)N(C)C(=O)c1cnc2ccccn12,,,,,,ZINCpu00000iZQTS,5
,,O=C(NC[C@H]1CSc2ccccc2O1)NC1(c2nccs2)CCCC1,,,,,,ZINCpH00000qYEdo,5
,,CCN(CCNC(=O)CNC(=O)NC)C(=O)c1sc(OC)nc1C,,,,,,ZINCo500000HKEx4,5
,,COCO[C@@H](C)C(=O)NC[C@@](C)(CNC(=O)[C@@H]1CC12CCCC2)OC,,,,,,ZINCpi00000SNqZC,5
,,CCc1n[nH]cc1CN(C[C@@]1(CO)CCCO1)C(=O)CC(C)(C)CC,,,,,,ZINCpw00000Ql5bX,5
,,C=C[C@H](O)CNC(=O)C[C@@H](C)CNC(=O)[C@H]1C[C@@H](N(C)C)C1,,,,,,ZINCm700000x1nkI,5
,,CC[C@@H](C)C(=O)NC[C@H]1C[C@@H](O)CN1C(=O)[C@H]1CCC(=O)N1C,,,,,,ZINCn500000deqPx,5
,,Cc1nc2cc(F)c(F)cc2n1CC(=O)N[C@H]1C(=O)NC[C@@H]1C(=O)O,,,,,,ZINCp500000l9n8I,5
,,C#CCSCCNC(=NCC)N1CCC(O)CC1,,,,,,ZINCid00000eTYe5,5
,,CC[C@@H](CNC(=O)CC(C)(C)C#N)NC(=O)C[C@H]1CCOC1(C)C,,,,,,ZINCor00000jvOE4,5
,,CC(C)[C@H](CO)CN(Cc1ncc[nH]1)C(=O)[C@@H]1CC2(CCO1)CC2,,,,,,ZINCop00000Fy5it,5
,,C[C@@]1(CNC(=O)c2cc(C(F)(F)F)on2)CCN(C(=O)C23CC2C3)C1,,,,,,ZINCpq000001wGCw,5
,,CCC(CC)(CNC(=O)c1cnncc1C)C(=O)NOC[C@@H](C)O,,,,,,ZINCod000011O0b1,5
,,COC(=O)[C@H](C)C(=O)N(C)CCCn1cc(-c2ccc(C)cn2)nn1,,,,,,ZINCpj00000SNqZz,5
,,COC(=O)[C@H](C)C(=O)NC(C)(C)[C@H](C)CC(=O)NC[C@H]1C[C@@H]1C1CC1,,,,,,ZINCpo00000SNqZt,5
,,C[C@@]1(CNC(=O)[C@H](O)CC2CCCCC2)CCN(C(=O)C23CC2C3)C1,,,,,,ZINCpq000001wFYk,5
,,CC[C@@H](C)CCC(=O)N1CC(O)(CNC(=O)c2nnn(C)n2)C1,,,,,,ZINCn500000detdK,5
,,CC[C@@H](C)CCC(=O)N1CC(CO)(NC(=O)[C@H]2CCC(=O)N2)C1,,,,,,ZINCn500000detc9,5
,,CCC1(C(=O)N(Cc2c3c(nn2C)CCC3)C[C@]2(C)C[C@@H]2C)CC1,,,,,,ZINCoE00000lt1DL,5
,,CCN(CCNC(=O)CNC(=O)CN(C)C)C(=O)CCC(=O)OC,,,,,,ZINCo400000HKEx1,5
,,CC(C)(CCCNC(=O)c1c[nH]c(=N)o1)C(=O)N[C@]1(C)C[C@@H](O)C1,,,,,,ZINCoe000011O0aY,5
,,CCN(CCNC(=O)CNS(C)(=O)=O)C(=O)CCc1conc1C,,,,,,ZINCo500000HKExb,5
,,COC(=O)[C@@H](C)C(=O)NC(C)(C)[C@@H](C)CC(=O)NCCCP(C)(C)=O,,,,,,ZINCpo00000SNqZs,5
,,C[C@@]1(CNC(=O)[C@H]2C=CCC2)CCN(C(=O)[C@@]23CC=C[C@@H](C2)OC3)C1,,,,,,ZINCpq000001wFZZ,5
,,C#CC(C)(C)C(=O)N[C@H]1CCN(C(=O)[C@@H](CC)C(F)(F)F)[C@@H]1C,,,,,,ZINCnt000008A3qG,5
,,CC[C@@H](C)C(=O)N[C@@H](C)C1(O)CN(C(=O)CS(=O)(=O)N(C)C)C1,,,,,,ZINCn500000der0l,5
,,C[C@@]1(CNC(=O)c2[nH]ccc2-c2ccccc2)CN(CC#N)CCO1,,,,,,ZINCpq000001wGuQ,5
,,CC[C@@H](C)C(=O)N[C@H]1C[C@@H](NC(=O)[C@H]2CC[C@@H](C(N)=O)N2C)C1,,,,,,ZINCn500000derTB,5
,,CC[C@@H](C)CC(=O)N[C@@H]1CN(C(=O)C=CC(=O)N(C)C)C[C@@H]1O,,,,,,ZINCn500000desUv,5
,,CC[C@@H](C)C(=O)NC[C@H](CO)NC(=O)c1nnn2c1CSCC2,,,,,,ZINCn500000deqHC,5
,,Cc1nc2ccc(C(=O)N3CC(NC(=O)[C@H](C)C[S@](C)=O)C3)cn2n1,,,,,,ZINCp500000l9nk8,5
,,Cc1nc(SCC(=O)N[C@]23C[C@H]2CN(C(=O)c2cnn(C)n2)C3)n[nH]1,,,,,,ZINCp500000l9jo6,5
,,C#CCOCCC(=O)Nc1cnn2ncccc12,,,,,,ZINCid00000eTXYq,5
,,C[C@H](NC(=NCC(C)(C)C(F)(F)F)NC(CF)CF)C1CC1,,,,,,ZINCmC000004AeMq,5
,,C[C@H](N=c1ccnc(N(C)C)[nH]1)c1cccc2cnccc12,,,,,,ZINCmC000004AeKL,5
,,CC(C)(CCCNC(=O)C1=COCC1)C(=O)N[C@H]1CCOC[C@@H]1O,,,,,,ZINCoa000011O0b5,5
,,C=C[C@H](O)CNC(=O)C[C@@H](CC)NC(=O)[C@H](CC)C/C=C/C,,,,,,ZINCmp00000x1nkO,5
,,COCO[C@@H](C)C(=O)N(C)[C@](C)(C(=O)NCCCC(C)(C)O)C1CC1,,,,,,ZINCpi00000SNqZF,5
,,C=C[C@@H](O)CNC(=O)C[C@@H](C)CNC(=O)C(COC)COC,,,,,,ZINCm500000x1nkF,5
,,CC(C)[C@@H](CO)CN(Cc1nc(Cl)ccc1F)C(=O)CCC(N)=O,,,,,,ZINCon00000Fy5ij,5
,,COC(=O)[C@@H](C)C(=O)N(C)C[C@H](C)C(=O)Nc1ccc(N(C)C)cc1,,,,,,ZINCpl00000SNqZW,5
,,CCC(CC)CNC(=O)c1cn(CCNC(=O)[C@@H]2CCN2C)cn1,,,,,,ZINCoe000011O0aP,5
,,CCN(CCNC(=O)CN(C(=O)[C@@H](CO)OC)C(C)C)CC(C)C,,,,,,ZINCo900000HKEwX,5
,,C[C@H](CC1CCC1)C(=O)N1CC=C[C@H](C(=O)N2CC(F)C2)C1,,,,,,ZINCmq00000gyyCY,5
,,C#CC(C)(C)C(=O)N[C@H]1CCN(C(=O)C23CC(C)(C2)C3)[C@H](C)C1,,,,,,ZINCnt000008A3pl,5
,,C[C@@H]1CCOCCN1C(=O)[C@H]1C=C[C@@H](NC(=O)c2cc(Cl)cs2)C1,,,,,,ZINCox00000pe4r8,5
,,C[C@@H](CC1CCC1)C(=O)N1CC(C)(C(=O)N(C)C2(C)CC2)C1,,,,,,ZINCmw00000gyyD4,5
,,C#CC[C@@H](C)C(=O)N1C[C@H]2CCC[C@H]2[C@@H]1C(N)=O,,,,,,ZINCid00000eTYiI,5
,,C[C@H](NC(=N)NC1CCC(N(C)C)CC1)c1ccc(Br)cc1,,,,,,ZINCmC000004AeLn,5
,,C#CC(C)(C)CNC(=O)c1c[nH]nc1CNC(=O)[C@@H](C)CCOC,,,,,,ZINCog000011O0b0,5
,,C[C@@]1(CNC(=O)[C@H]2C[C@H]2F)CCCN1C(=O)C=Cc1cncc(F)c1,,,,,,ZINCpq000001wGlq,5
,,C#C[C@@H](CNC(=O)C[C@H](COC)NC(=O)CSCCC(C)C)C(C)C,,,,,,ZINCpt00000iZQTM,5
,,CC/C=C\[C@H](CO)NC(=O)C(C)(C)CCCNC(=O)CCC(C)(C)C,,,,,,ZINCpB00000xyzzG,5
,,Cc1nc2c(s1)CCC[C@H]2C(=O)N(CCO)CCCNC(=O)C(N)=O,,,,,,ZINCp500000l9mj2,5
,,C[C@H](CC1CCC1)C(=O)N1CC[C@@](F)(C(=O)NCC=CCl)C1,,,,,,ZINCmw00000gyyD6,5
,,COCO[C@@H](C)C(=O)N(C)C[C@H](C)C(=O)Nc1cccc2c1OCC2,,,,,,ZINCpm00000SNqZV,5
,,CC[C@H](CNC(=O)C[C@H](C)P(C)(C)=O)N(C)C(=O)CC(C)(C)N(C)C,,,,,,ZINCpu00000iZQTP,5
,,C[C@H](CC1CCC1)C(=O)N1CCC[C@H]1C(=O)N[C@H]1C[C@@H](F)C1,,,,,,ZINCmu00000gyyCX,5
,,Cc1nc2c([nH]1)[C@@H](C(=O)NCCCNC(=O)[C@H]1CCS1(=O)=O)CCC2,,,,,,ZINCp500000l9lHd,5
,,COC(=O)[C@H](C)C(=O)NC(C)(C)[C@@H](C)CC(=O)N1CCO[C@H](C)CC1,,,,,,ZINCpj00000SNqZo,5
,,Cc1nc2c(C(=O)NCCNC(=O)Cc3cn(C)nn3)ccnc2[nH]1,,,,,,ZINCp500000l9lfe,5
,,C#CC(C)(C)C(=O)N[C@H]1C[C@@H](CCNC(=O)[C@@H](C)CC(F)F)C1,,,,,,ZINCnt000008A3xw,5
,,CC[C@@H](C)C(=O)N[C@@H]1CCC12CN(C(=O)CCNC(=O)CO)C2,,,,,,ZINCn500000der5v,5
,,C#CCC[C@@H](O)C(=O)OCCOC1(C#N)CCC1,,,,,,ZINCid00000eTXE8,5
,,CC[C@H](CNC(=O)CC=C(C)C)NC(=O)c1cn(C(F)(F)F)cn1,,,,,,ZINCot00000jvODW,5
,,CCCC[C@@H](CO)NC(=O)[C@](C)(CC)CNC(=O)C1=C[C@@](C)(CC)C1,,,,,,ZINCpz00000xyzzV,5
,,Cc1nc([C@@H]2CN(C)CC23CN(C(=O)NC[C@H]2CCOC2=O)C3)n[nH]1,,,,,,ZINCp500000l9jBy,5
,,Cc1nc2ccc(C(=O)N3C[C@@H](O)[C@H](NC(=O)[C@@H](C)CO)C3)cc2[nH]1,,,,,,ZINCp500000l9ntG,5
,,COC(=O)[C@H](C)C(=O)N(C)CCCNC(=O)c1ocnc1C1CCC1,,,,,,ZINCpj00000SNqZA,5
,,CC(C)[C@@H](CO)CN(Cc1ncc[nH]1)C(=O)c1cnn(C(F)F)c1,,,,,,ZINCop00000Fy5ir,5
,,CCc1n[nH]cc1CN(Cc1cscc1OC)C(=O)c1ccnnc1,,,,,,ZINCpw00000Ql5c2,5
,,CC1(C)CCC=C1C(=O)NN=c1[nH]ccnc1C1CC1,,,,,,ZINCkv0000082kcQ,5
,,CC[C@@H](C)CC(=O)N1C[C@H](O)[C@H](NC(=O)CN2CCOCC2)C1,,,,,,ZINCn500000dessu,5
,,CC(C)[C@@](C)(CNC(=O)c1cncnc1)NC(=O)[C@@H]1CCC[C@H]1O,,,,,,ZINCoe000011O0aS,5
,,COc1ccc(C2CC2)c(C(=O)N[C@@H]2CCCN3CCSC[C@H]23)c1,,,,,,ZINCoy00000gZTUH,5
,,C#CCOCCOCCN1CC[C@]2(CCOC2)C1,,,,,,ZINCid00000eTY6s,5
,,CC[C@@H](C)C(=O)N[C@H]1[C@H]2[C@@H](O)C[C@@H]1CN2C(=O)c1cn(C)nn1,,,,,,ZINCn500000derY4,5
,,Cc1nc([C@@H]2[C@H](C(=O)N3CCN(C(=O)C(N)=O)C[C@@H]3C)C2(C)C)n[nH]1,,,,,,ZINCp500000l9jHK,5
,,C=C[C@@H](O)CNC(=O)C[C@@H](CC)NC(=O)CCOC1CCC1,,,,,,ZINCme00000x1nkE,5
,,C#CCSCC(=O)N[C@H](C)[C@H](C)NC(=O)C1CC1,,,,,,ZINCid00000eTYdt,5
,,CCN(CC(C)C)c1nnc(C(F)F)n1C[C@@H]1CCCO1,,,,,,ZINCly000006S1Nj,5
,,Cc1nc2ccc(C(=O)NC[C@@H](NC(=O)[C@H](O)CF)C3CC3)cn2n1,,,,,,ZINCp500000l9nNI,5
,,C=C[C@](C)(CC)NC(=O)c1cnn(CCNC(=O)[C@@H](C)N(C)C)c1,,,,,,ZINCog000011O0b3,5
,,C=C[C@@H](O)CNC(=O)C[C@@H](C)CNC(=O)CNC(=O)CCC,,,,,,ZINCm500000x1nkY,5
,,CC=CCCCOC(=O)C1(F)C(C)(C)C1(C)C,,,,,,ZINChG000001fUob,5
,,C[C@H](NC(=NCC(F)F)N[C@H]1C[C@@H]1C)c1ccc(F)cc1F,,,,,,ZINCmC000004AeNQ,5
,,C=C[C@@H](O)CNC(=O)C[C@@H](C)N(C)C(=O)c1cnncc1C,,,,,,ZINCm800000x1nl3,5
,,COCO[C@@H](C)C(=O)N(C)C[C@@H]1CCCN1C(=O)C[C@@H]1CCCSC1,,,,,,ZINCpp00000SNqZN,5
,,C#CCC1(C(=O)N(C)Cc2nn[nH]n2)CCCC1,,,,,,ZINCid00000eTWXS,5
,,C#CCC[C@H](CCO)NC[C@@]1(C)CCCC(=O)N1,,,,,,ZINCid00000eTXGd,5
,,C#CC(C)(C)C(=O)N[C@@H]1CCN(C(=O)C2(C=C)CC2)C[C@@H]1CC,,,,,,ZINCnt000008A2YP,5
,,CCC[C@@H](CNC(=O)[C@H]1CC[C@H](C)CC1)C(=O)N[C@H](C)C(=O)NC,,,,,,ZINCol00000K6QrY,5
,,Cc1nc2cccc(C(=O)N3CC(CNC(=O)CNC(N)=O)C3)c2[nH]1,,,,,,ZINCp500000l9ol8,5
,,Cc1nc2c([nH]1)[C@H](C(=O)N1CC(NC(=O)C3=NNC(=O)C3)C1)CCC2,,,,,,ZINCp500000l9lRK,5
,,CC[C@@H](C)C(=O)NC[C@@]1(NC(=O)CS(=O)(=O)N(C)C)CCOC1,,,,,,ZINCn500000deqBe,5
,,CC(C)[C@H](CO)CN(Cc1nccn1C)C(=O)c1nn(C)cc1Cl,,,,,,ZINCon00000Fy5il,5
,,CC[C@@H](O)CNC(=O)C[C@@H](CC)NC(=O)[C@@H](CC)C(F)(F)F,,,,,,ZINCmn00000x1nkP,5
,,CCc1ncccc1CN(Cc1ccc(C)s1)C(=O)C(C)(C)O,,,,,,ZINCnD00000sSiof,5
,,C[C@@H]1CCOCCN1C(=O)[C@@H]1C=C[C@H](NC(=O)c2sccc2Cl)C1,,,,,,ZINCox00000pe4r9,5
,,Cc1nc([N+](=O)[O-])cn1CC(=O)N[C@@H]1C[C@H]1NC(=O)COCC(F)F,,,,,,ZINCp500000l9kIm,5
,,CCN(CCNC(=O)CNC(=O)OC)C(=O)CN1CCC(F)(F)C1,,,,,,ZINCo500000HKEx5,5
,,CC[C@H](O)CNC(=O)C[C@@H](C)N(C)C(=O)c1cn(CC)cn1,,,,,,ZINCmc00000x1nl2,5
,,C[C@H](CC1CCC1)C(=O)N1CC=C(C(=O)N(C)C[C@H](F)Cl)C1,,,,,,ZINCmv00000gyyD5,5
,,C#CCCn1c(C)nnc1N1CCO[C@@H](CF)C1,,,,,,ZINCid00000eTXMN,5
,,CC[C@@H](C)C(=O)N[C@@H]1CN(C(=O)c2cccn(C)c2=O)C[C@H]1O,,,,,,ZINCn500000derkx,5
,,C#CC[C@@H](C(=O)N1CC[C@H](CC(N)=O)C1)C1CC1,,,,,,ZINCid00000eTYg0,5
,,CCN(CC)C(=O)CCCC(=O)NC1(C2CCC2)CCC1,,,,,,ZINCly000006S1OW,5
,,CC(C)[C@@H](CO)CN(Cc1nccn1C)C(=O)[C@@H](C)OC(F)(F)F,,,,,,ZINCop00000Fy5in,5
,,CC1(C)CCC[C@]1(CO)NC(=O)NC[C@@]1(Br)CC1(F)F,,,,,,ZINCku0000082kcP,5
,,CC[C@H](CNC(=O)C(C)=C(C)C)NC(=O)[C@@H](O)c1ccccc1F,,,,,,ZINCos00000jvOE3,5
,,C[C@@H]1CCOCCN1C(=O)[C@@H]1C=CCN(C(=O)c2csc(Cl)c2)C1,,,,,,ZINCow00000pe4rc,5
,,O=C(NC[C@@H]1CO[C@H]2CCC[C@@H]2O1)Nc1ccc(SCC(F)F)cc1,,,,,,ZINCpF00000qYEdl,5
,,Cc1nc([N+](=O)[O-])cn1CC(=O)N[C@H](CO)CNC(=O)C1=CCCS1,,,,,,ZINCp500000l9kLa,5
,,CC[C@@H](C)C(=O)N[C@@H]1CCN(C(=O)C2(C(N)=O)CC2)C[C@H]1CO,,,,,,ZINCn500000der6W,5
,,COCO[C@@H](C)C(=O)NC(C)(C)[C@@H]1CCN(C(=O)c2c[nH]nc2Cl)C1,,,,,,ZINCpk00000SNqZm,5
,,Cc1nscc1CN(C)C(=O)c1cnc(N)cn1,,,,,,ZINCig00000BlRo3,5
,,CC[C@@H](C)C(=O)N[C@@H]1CC(=O)N(C2CN(C(=O)C3COC3)C2)C1,,,,,,ZINCn500000der5l,5
,,Cc1nc2c(C(=O)N3CC[C@H](NC(=O)CNC=O)[C@H]3C)ccnc2[nH]1,,,,,,ZINCp500000l9l9J,5
,,CC[C@@H](C)CC(=O)N(C)C[C@H](O)CNC(=O)Cc1nncn1C,,,,,,ZINCn500000des44,5
,,CCc1ncccc1CN(C[C@]1(C)C[C@@H]1C)C(=O)c1nccs1,,,,,,ZINCnH00000sSiol,5
,,COc1ccc(C2CC2)c(C(=O)N2C[C@@H](C)OC[C@H]2C(F)(F)F)c1,,,,,,ZINCoD00000gZTUD,5
,,C[C@H](NC(=N)NC[C@@H]1OCCc2sc(F)cc21)c1cccs1,,,,,,ZINCmC000004AeLG,5
,,COCO[C@@H](C)C(=O)N(C)C[C@H]1CCCN1C(=O)C[C@]1(C)CCOC1,,,,,,ZINCpi00000SNqZM,5
,,CCc1n[nH]cc1CN(Cc1nc(Br)nn1C)C[C@](C)(O)[C@H](C)CC,,,,,,ZINCpw00000Ql5ch,5
,,C#CC(C)(C)C(=O)N[C@@H]1CCC[C@H](NC(=O)C[C@H]2CC23CC3)C1,,,,,,ZINCnt000008A2XL,5
,,CCc1n[nH]cc1CN(C[C@@]1(F)CCOC1)C(=O)[C@H]1C[C@H]2CC[C@@H]1C2,,,,,,ZINCpy00000Ql5cg,5
,,CC=CC[C@H](CO)NC(=O)CCCCCCNC(=O)CCC(C)(C)F,,,,,,ZINCpA00000xyzzJ,5
,,Cc1nc2ccc(C(=O)NC3(CO)CN(C(=O)C(C)(F)F)C3)cn2n1,,,,,,ZINCp500000l9nxu,5
,,Cc1nc2cc(C(=O)NCCCNC(=O)CNS(C)(=O)=O)ccc2o1,,,,,,ZINCp500000l9mEZ,5
,,CC[C@@H](C)C(=O)NC[C@]1(F)C[C@H](CNC(=O)CNS(C)(=O)=O)C1,,,,,,ZINCn500000deqVj,5
,,CC[C@H](O)CNC(=O)C[C@@H](C)CNC(=O)[C@H](F)C1CCCC1,,,,,,ZINCml00000x1nkT,5
,,C=C[C@H](O)CNC(=O)C[C@H](C)CNC(=O)[C@H](C)NC(=O)CC,,,,,,ZINCm500000x1nkR,5
,,CCN(CCNC(=O)CN=S(C)(C)=O)C(=O)C1CN(C2COC2)C1,,,,,,ZINCo500000HKEx9,5
,,CC[C@@H](C)C(=O)N[C@H]1CCCN(C(=O)C2CN(S(N)(=O)=O)C2)C1,,,,,,ZINCn500000derHl,5
,,C[C@@H]1CCOCCN1C(=O)[C@H](CCC1CC1)NC(=O)c1cccs1,,,,,,ZINCow00000pe4rl,5
,,C#CC(C)(C)C(=O)N[C@@H]1CCN(C(=O)[C@@H]2CCCC3(CC3)C2)C1,,,,,,ZINCnt000008A2ZW,5
,,COC(=O)[C@H](C)C(=O)NC(C)(C)[C@@H](C)CC(=O)NCCCOC(C)C,,,,,,ZINCpm00000SNqZr,5
,,COC(=O)[C@@H](C)C(=O)NCC(C)(C)C(=O)N[C@@H](C)c1cccnc1C,,,,,,ZINCpl00000SNqZg,5
,,COc1ccc(C2CC2)c(C(=O)N[C@@H](c2ccnn2C)C(F)F)c1,,,,,,ZINCoA00000gZTUI,5
,,COC(=O)[C@H](C)C(=O)N(C)C[C@H]1CC[C@H](NC(=O)COC(C)C)CC1,,,,,,ZINCpj00000SNqZL,5
,,C=CCC[C@H](CO)NC(=O)CCCC(C)(C)NC(=O)[C@@H](CC)CCC,,,,,,ZINCpD00000xyzzQ,5
,,C[C@@]1(CNC(=O)[C@H]2CCCSC2)CCN(C(=O)[C@@]23CC[C@@H](C2)OC3)C1,,,,,,ZINCpq000001wGcA,5
,,Cc1nc2cc(C(=O)N[C@H]3CN(C(=O)CO)CC[C@@H]3CO)cnc2[nH]1,,,,,,ZINCp500000l9n5T,5
,,CCc1n[nH]cc1CN(C[C@@]1(F)CCOC1)C(=O)c1ccoc1CC,,,,,,ZINCpy00000Ql5cd,5
,,Cc1nc(SCC(=O)N[C@H]2CCCN(C(=O)[C@@H]3CCNC3=O)C2)n[nH]1,,,,,,ZINCp500000l9iVk,5
,,Cc1nc(SCC(=O)N[C@@H](C)CN(C)C(=O)[C@@H]2CCCS2(=O)=O)n[nH]1,,,,,,ZINCp500000l9i4Y,5
,,C#CCOCCOCCN1CCC[C@@H]2COC[C@@H]21,,,,,,ZINCid00000eTY5F,5
,,CC[C@H](CNC(=O)C(C)(C)CC)NC(=O)C(F)(F)CN1CCCC1,,,,,,ZINCor00000jvODZ,5
,,CC[C@@H](CNC(=O)C[C@@H](C)P(C)(C)=O)N(C)C(=O)[C@@H](C)N(CC)CC,,,,,,ZINCpu00000iZQTQ,5
,,C[C@H]1CCOCCN1C(=O)[C@H]1CN(C(=O)[C@H](C)C(C)(C)C)C[C@@H]1C,,,,,,ZINCou00000pe4rj,5
,,Cc1nc(SCC(=O)N[C@@H]2COC[C@@H]2NC(=O)Cc2ccno2)n[nH]1,,,,,,ZINCp500000l9iuw,5
,,C#CCOCC(=O)N1CC[C@@H](CC)C[C@H]1C(=O)O,,,,,,ZINCid00000eTXX8,5
,,CCc1ncccc1CN(C[C@@]1(C)CCCS1)C(=O)[C@H]1CCO1,,,,,,ZINCnA00000sSioh,5
,,C#CC(C)(C)C(=O)N[C@H]1CCC[C@H]1NC(=O)[C@H]1CCC2(CC2)C1,,,,,,ZINCnt000008A3p0,5
,,CC=CCCCN[C@@H](C)c1nc2c(s1)CCC2,,,,,,ZINChG000001fUnA,5
,,COCO[C@@H](C)C(=O)N(C)C[C@H]1CCCCN1C(=O)[C@H](F)C(C)(F)F,,,,,,ZINCpo00000SNqZJ,5
,,Cc1nc2cc(C(=O)N3CC(CO)(NC(=O)CN(C)C)C3)cnc2s1,,,,,,ZINCp500000l9mpI,5
,,Cc1nc2c(-c3nn[nH]n3)cnn2cc1C(=O)NC[C@@H]1CCN(C)C1,,,,,,ZINCp500000l9l3B,5
,,Cc1nc2cc(C(=O)N3CCN(C(=O)CS(C)(=O)=O)CC3)cnc2[nH]1,,,,,,ZINCp500000l9mtN,5
,,COC(=O)[C@H](C)C(=O)N(C)C[C@@H](C)C(=O)Nc1ccc(OCF)cc1,,,,,,ZINCpo00000SNqZY,5
,,Cc1nc2cccc(C(=O)NC3(CO)CN(C(=O)[C@@H]4C[C@@H]4Cl)C3)n2n1,,,,,,ZINCp500000l9oxq,5
,,Cc1nc2ccc(C(=O)NC[C@@H](O)CNC(=O)[C@@H]3CCSC3)cn2n1,,,,,,ZINCp500000l9nOR,5
,,COc1ccc(C2CC2)c(C(=O)NC[C@H](O)C23CCC(CC2)C3)c1,,,,,,ZINCoC00000gZTUG,5
,,C#CCC[S@](C)(=O)=NC(=O)[C@H](CC=C)NC(C)=O,,,,,,ZINCid00000eTXMG,5
,,COC(=O)[C@@H](C)C(=O)N(C)C/C=C/C(=O)N[C@@H](C)c1ccnc(F)c1,,,,,,ZINCpi00000SNqZi,5
,,C#CCCn1c(CO)nnc1N1CC[C@@](C)(F)C1,,,,,,ZINCid00000eTXN2,5
,,C#CCN(C)S(=O)(=O)N1CC[C@H]2C(F)(F)[C@@]2(C)C1,,,,,,ZINCid00000eTXNV,5
,,CCN(CC(C)C)c1nnc(-c2cc(C(C)C)[nH]n2)n1C,,,,,,ZINCly000006S1N6,5
,,CC[C@@H](C)CC(=O)N[C@H](C)[C@@H](CO)NC(=O)Cn1nnc(C)n1,,,,,,ZINCn500000det2x,5
,,CCc1ncccc1CN(CC1(C)CC(F)(F)C1)C(=O)C1CC1,,,,,,ZINCnI00000sSioj,5
,,CCN(CCNC(=O)CNS(N)(=O)=O)C(=O)[C@](C)(O)CCN(C)C,,,,,,ZINCo300000HKExe,5
,,C[C@@H]1CCOCCN1C(=O)[C@H]1C[C@H](NC(=O)C[C@@H](C)C(C)(C)C)C1,,,,,,ZINCov00000pe4rg,5
,,Cc1nc(SCC(=O)NC[C@H]2CN(C(=O)[C@H]3CCOC3)C[C@H]2O)n[nH]1,,,,,,ZINCp500000l9hST,5
