name,molecule_chembl_id,smiles,max_phase,best_pchembl,best_standard_nM,activity_types,source,zinc_id,replicate
,,CCc1n[nH]cc1CN(CC1(F)CCC1)C(=O)c1cnc(O)c(C)c1,,,,,,ZINCpv00000Ql5ca,5
,,CCCC[C@@H](CO)NC(=O)CCCC(C)(C)NC(=O)[C@@H]1C[C@@]1(C)CC,,,,,,ZINCpB00000xyzzO,5
,,CC=CC[C@@H](CO)NC(=O)CCCCCN(C)C(=O)C(C)(C)CCC,,,,,,ZINCpC00000xyzzS,5
,,CCN(CC(C)C)c1nnc(C(F)(F)SC)n1CCOC,,,,,,ZINCly000006S1Ni,5
,,COC(=O)[C@H](C)C(=O)N(C)C[C@@H](C)C(=O)N1CC[C@@H](c2ccco2)C1,,,,,,ZINCpk00000SNqZT,5
,,CC[C@@H](C)C(=O)N[C@@H]1CN(C(=O)c2cn(C)nc2OC)C[C@@H]1O,,,,,,ZINCn500000derkZ,5
,,CC=CCCSCc1cccc2c1OCCO2,,,,,,ZINChG000001fUrb,5
,,C[C@@]1(CNC(=O)[C@H]2CCC[C@@H]2O)CCCN1C(=O)CC1CC(F)(F)C1,,,,,,ZINCpq000001wGcU,5
,,COc1cccc2cccc(C(=O)N3CCN(C)C[C@@H]3C(F)F)c12,,,,,,ZINCoy00000gZTUM,5
,,COc1ccc(C2CC2)c(C(=O)N2CC3CC2(c2ncc[nH]2)C3)c1,,,,,,ZINCoA00000gZTUA,5
,,O=C(NC[C@@H]1CO[C@H]2CCC[C@@H]2O1)N(Cc1cccc(Br)c1)C1CC1,,,,,,ZINCpE00000qYEdm,5
,,CCc1ncccc1CN(C[C@@]1(C)C[C@@H]1C)C(=O)c1cc[nH]c1,,,,,,ZINCnG00000sSiok,5
,,COCO[C@@H](C)C(=O)N(C)C[C@@H](C)C(=O)N1CC[C@@H](c2ccco2)C1,,,,,,ZINCpm00000SNqZU,5
,,CC[C@H](O)CNC(=O)C[C@@H](CC)NC(=O)[C@@H](OC)C(C)(C)C,,,,,,ZINCmi00000x1nkW,5
,,Cc1nc(SCC(=O)NC[C@]23CN(C(=O)[C@@H](C)O)C[C@H]2CCO3)n[nH]1,,,,,,ZINCp500000l9i3j,5
,,Cc1nc2c([nH]1)[C@@H](C(=O)N[C@@H](CO)CNC(=O)c1cc[nH]n1)CCC2,,,,,,ZINCp500000l9lNt,5
,,CC[C@]1(C(=O)NCC2(c3ccc(OC)cc3)CCCC2)CC1(F)F,,,,,,ZINCoK00000lt1DK,5
,,CCc1ncccc1CN(Cc1ccc(F)cc1)C(=O)C(C)C,,,,,,ZINCnJ00000sSioi,5
,,CCC(CC)CNC(=O)[C@@]1(CO)CCN(C(=O)[C@H]2CCC[C@H]2O)C1,,,,,,ZINCof000011O0b6,5
,,Cc1nc2ccc(C(=O)N[C@H](C)CNC(=O)[C@H](C)S(C)(=O)=O)cn2n1,,,,,,ZINCp500000l9o8W,5
,,C[C@H]1CCOCCN1C(=O)[C@@H]1CCN(C(=O)c2cccs2)C1(C)C,,,,,,ZINCow00000pe4ri,5
,,C#CCC[C@@H](O)C(=O)N[C@H]1CCN(C(C)(C)C)C1,,,,,,ZINCid00000eTXE3,5
,,CC[C@H](CNC(=O)C[C@H](C)P(C)(C)=O)N(C)C(=O)c1nn(C)cc1Cl,,,,,,ZINCpu00000iZQTO,5
,,CC(C)[C@H](CO)CN(Cc1ncc[nH]1)C(=O)[C@@H](O)c1ccccc1,,,,,,ZINCon00000Fy5iv,5
,,CCc1ncccc1CN(C[C@@]1(C)C[C@H]1C)C(=O)CC1CSC1,,,,,,ZINCnH00000sSiom,5
,,C=C[C@@](C)(CC)NC(=O)[C@]1(CNC(=O)[C@@H]2COCCO2)CCCO1,,,,,,ZINCob000011O0aX,5
,,CC[C@@H](CNC(=O)C[C@H](C)SC)N(C)C(=O)c1ccc(NC=O)cc1,,,,,,ZINCpt00000iZQTR,5
,,CCN(CC(=O)O)C(=O)c1c(C)coc1-c1ccccc1,,,,,,ZINCly000006S1IY,5
,,Cc1nc([N+](=O)[O-])cn1CC(=O)N1CC(NC(=O)[C@]2(O)CC2(C)C)C1,,,,,,ZINCp500000l9k80,5
,,C#CC[C@@H](C)NC(=O)[C@H]1CC[C@@H](C2CC2)N1C(=O)Cc1csnn1,,,,,,ZINCoj00000K6QrS,5
,,CC[C@@H](C)C(=O)NC[C@H](O)CN(C)C(=O)Cn1cnccc1=O,,,,,,ZINCn500000deqIL,5
,,CC[C@H](CNC(=O)C(C)=C(C)C)NC(=O)c1nc(C)c(C)cc1N,,,,,,ZINCos00000jvODY,5
,,COCO[C@@H](C)C(=O)N(C)CC[C@@H](C)NC(=O)C1(C(C)(C)OC)CC1,,,,,,ZINCpl00000SNqZu,5
,,Cc1nscc1CN(C)C(=O)C1(N(C)C)CCNCC1,,,,,,ZINCkg00000BlRo4,5
,,C=C[C@H](O)CNC(=O)C[C@@H](C)N(C)C(=O)C1[C@H]2CC(=O)C[C@H]12,,,,,,ZINCm700000x1nl0,5
,,C#CCCC(=O)NC1CC(CNC(=O)CSC)C1,,,,,,ZINCid00000eTX6r,5
,,COc1ccc(C2CC2)c(C(=O)N2CC[S@@](=N)(=O)C3(CCC3)C2)c1,,,,,,ZINCoz00000gZTUE,5
,,Cc1noc(C(=O)N[C@H]2C[C@@H](NC(=O)C[C@H](O)C(C)C)C2)c1I,,,,,,ZINCnj00000I6mXJ,5
,,COC(=O)[C@H](C)C(=O)NCC(C)(C)OCC(=O)N1C[C@H](C)[C@@H](C)[C@H]1C,,,,,,ZINCpi00000SNqZD,5
,,COC(=O)[C@@H](C)C(=O)N(C)C[C@@H](C)C(=O)Nc1ccc(OC)c(C)c1,,,,,,ZINCpo00000SNqZX,5
,,COCO[C@@H](C)C(=O)NCC(C)(C)C(=O)N[C@H](C)c1ccc(O)cc1,,,,,,ZINCpn00000SNqZh,5
,,C#CCC[C@@H](O)C(=O)N[C@@H](C)c1ccc(O)nc1,,,,,,ZINCid00000eTXDG,5
,,CCN(CCNC(=O)CN(C)S(C)(=O)=O)C(=O)c1cc(C)sc1N,,,,,,ZINCo700000HKEx6,5
,,C#CC(C)(C)C(=O)N[C@H](C)CN(C)C(=O)C1=C[C@@H]2CCCC[C@H]12,,,,,,ZINCnt000008A3cl,5
,,COC(=O)[C@@H](C)C(=O)NC[C@@](C)(F)CNC(=O)C#CC1CCCCC1,,,,,,ZINCpj00000SNqZI,5
,,CCC(CC)(CNC(=O)C1CS(=O)C1)C(=O)N[C@@H]1CC[C@@H](CO)C1,,,,,,ZINCob000011O0bd,5
,,CCc1n[nH]cc1CN(CC1COC(C)(C)OC1)C[C@H](OC)C(C)C,,,,,,ZINCpy00000Ql5c0,5
,,C=C[C@@](C)(CC)NC(=O)c1cn(CCNC(=O)[C@H](O)CCC)nn1,,,,,,ZINCoc000011O0aQ,5
,,C#CCC[C@@H](O)C(=O)N1CCC(C[C@@H](C)O)CC1,,,,,,ZINCid00000eTXBl,5
,,C=CC[C@H](CNC(=O)[C@@H]1CC[C@@H](C2CC2)C1)C(=O)N[C@@H](C)C(N)=O,,,,,,ZINCoh00000K6QrR,5
,,CCc1n[nH]cc1CN(CC1(COC)CC(C)C1)C(=O)C[C@H](C)OC,,,,,,ZINCpx00000Ql5bW,5
,,C[C@@]1(CNC(=O)[C@H]2CC23CC3)CCN(C(=O)c2cc(C3CC3)[nH]n2)C1,,,,,,ZINCpq000001wG3c,5
,,C=C(C)CCCNC(=O)[C@@]1(CO)CCN(C(=O)COCC(F)F)C1,,,,,,ZINCof000011O0b9,5
,,C#CCCC(=O)NC1(CNC(=O)[C@@H]2C[C@H]2Cl)CC1,,,,,,ZINCid00000eTX6k,5
,,Cc1nc([N+](=O)[O-])cn1CC(=O)N[C@H]1C[C@@H](NC(=O)C2(O)CCC2)C1,,,,,,ZINCp500000l9kOD,5
,,CC[C@H](CNC(=O)CC(C)(C)C)NC(=O)[C@H]1CCCn2cncc21,,,,,,ZINCos00000jvOE0,5
,,COC(=O)[C@H](C)C(=O)N(C)[C@@](C)(C(=O)N1CCC[C@H](CF)C1)C1CC1,,,,,,ZINCpm00000SNqZE,5
,,Cc1nc2c(s1)CN(C(=O)Cn1cc(CNC(=O)[C@@H](C)O)nn1)CC2,,,,,,ZINCp500000l9mll,5
,,COCO[C@@H](C)C(=O)NC[C@](C)(CNC(=O)CCCC1CCC1)OC,,,,,,ZINCpm00000SNqZB,5
,,Cc1nc2c(o1)CCN(C(=NC[C@@]1(O)CCS(=O)(=O)C1)NC1CC1)C2,,,,,,ZINCp500000l9mdF,5
,,CCN(C)CC(=O)Nc1cccc(NC(=O)/C(Cl)=C/Cl)c1,,,,,,ZINCly000006S1Ah,5
,,CC=CC[C@@H](CO)NC(=O)CCCC(C)(C)NC(=O)[C@@H](C)C1CCC1,,,,,,ZINCpz00000xyzzP,5
,,CCN(C)CCN1CC[C@]2(c3ccccc3)[C@@H](C1)C2(F)F,,,,,,ZINCly000006S1CD,5
,,C=C[C@@H](O)CNC(=O)C[C@@H](C)CNC(=O)Cn1ccnc1C,,,,,,ZINCm500000x1nkX,5
,,CCC(CC)(CNC(=O)c1csc(CO)n1)C(=O)NOC[C@@H](C)O,,,,,,ZINCoc000011O0bb,5
,,C#CC(C)(C)C(=O)N[C@H]1C[C@@H](NC(=O)c2cccc(C)c2C)C1,,,,,,ZINCnt000008A3zN,5
,,C#CC(C)(C)C(=O)N[C@H]1CCN(C(=O)[C@H]2CCC23CCC3)[C@@H]1C,,,,,,ZINCnt000008A3rk,5
,,CC(C)(CCCNC(=O)c1coc(CO)c1)C(=O)N[C@H]1C[C@H](O)C1,,,,,,ZINCof000011O0ba,5
,,CC(C)[C@@H](CO)CN(Cc1nccn1C)C(=O)C[C@@H]1CCCC1=O,,,,,,ZINCon00000Fy5im,5
,,Cc1nc2cc(C(=O)N3CCN(C(=O)CNC=O)[C@H]4C[C@H]43)cnc2[nH]1,,,,,,ZINCp500000l9mtB,5
,,C#CC(C)(C)C(=O)N[C@H]1CC[C@H]1CNC(=O)[C@@H](CC)C(C)(F)F,,,,,,ZINCnt000008A3uu,5
,,C=CC=CCCNC(=O)C1(CNC(=O)[C@@H]2CN(C)C[C@@H](C)O2)CC1,,,,,,ZINCoe000011O0aV,5
,,C#CCCCCNC(=O)CCN1CCC(O)CC1,,,,,,ZINCid00000eTXhz,5
,,C[C@@]1(CNC(=O)[C@H](O)C2CCCC2)CCCN1C(=O)c1coc(Br)n1,,,,,,ZINCpq000001wFXP,5
,,CCC(CC)(CNC(=O)c1cnnn1C)C(=O)N1CC[C@@H](OC)C1,,,,,,ZINCob000011O0b4,5
,,CC[C@@H](C)CC(=O)N[C@@H]1COC[C@H]1CNC(=O)CS(=O)(=O)NC,,,,,,ZINCn500000desYS,5
,,CCc1n[nH]cc1CN(Cc1cscc1Cl)C(=O)[C@H]1NC(=O)O[C@@H]1C,,,,,,ZINCpx00000Ql5c1,5
,,C#CCC1(C(=O)N2CC([C@H](C)NC(C)=O)C2)CC1,,,,,,ZINCid00000eTWXZ,5
,,COc1cccc2c(-c3nc(CSC)nn3C[C@H]3C[C@H]3C)cnn12,,,,,,ZINCoB00000gZTUK,5
,,Cc1nc([N+](=O)[O-])cn1CC(=O)N1CCN(C(=O)CO)C[C@H]1C1CC1,,,,,,ZINCp500000l9kaJ,5
,,C#CC(C)(C)C(=O)N[C@@H]1C[C@@H](C)CN(C(=O)Cc2ccsc2)C1,,,,,,ZINCnt000008A36q,5
,,COc1ccc(C2CC2)c(C(=O)N2CC3(CC(C4CC4)=NO3)C2)c1,,,,,,ZINCoz00000gZTUB,5
,,CC[C@@H](C)CC(=O)NC[C@H]1[C@H](O)[C@H](O)CN1C(=O)c1cnc[nH]1,,,,,,ZINCn500000desOK,5
,,COCO[C@@H](C)C(=O)NCC(C)(C)C(=O)NOCc1ccccc1F,,,,,,ZINCpl00000SNqZl,5
,,CCc1n[nH]cc1CN(Cc1cscc1OC)C(=O)c1ncccn1,,,,,,ZINCpw00000Ql5c4,5
,,COCO[C@@H](C)C(=O)NCC(C)=CC(=O)N[C@H](C)c1ncccc1F,,,,,,ZINCpk00000SNqZj,5
,,Cc1nc([N+](=O)[O-])cn1CC(=O)N1C[C@H](O)[C@H](NC(=O)C2=CCC2)C1,,,,,,ZINCp500000l9khI,5
,,CC[C@@H](C)C(=O)N[C@@H]1CN(C(=O)CN(C)S(C)(=O)=O)C[C@H]1SC,,,,,,ZINCn500000derfI,5
,,CCCC[C@@H](CO)NC(=O)CCCC(C)(C)NC(=O)C[C@@H](C)C1CC1,,,,,,ZINCpB00000xyzzM,5
,,CCN(CCNC(=O)CNC(=O)C1(COC)CC(=O)C1)CC(C)C,,,,,,ZINCo700000HKEwT,5
,,COCO[C@@H](C)C(=O)NCCC[C@H](O)C(=O)N1CC[C@H]1CC(C)(C)C,,,,,,ZINCpi00000SNqZw,5
,,C#CC(C)(C)C(=O)N[C@@H]1C[C@@H](C)N(C(=O)Cc2csc(C)c2)C1,,,,,,ZINCnt000008A36E,5
,,CCN(CC(C)(C)C)C(=O)c1ccc2[nH]c(=O)cnc2c1,,,,,,ZINCly000006S1JA,5
,,CC(C)[C@@H](CO)CN(Cc1ncc(F)cc1F)C(=O)[C@H]1CCOC1,,,,,,ZINCop00000Fy5ii,5
,,CCN(CCNC(=O)CNC(=O)CC(C)C)C(=O)C1=CCN(C)C1,,,,,,ZINCo500000HKEwU,5
,,C#CC(C)(C)C(=O)N[C@@H]1CCCN(C(=O)C[C@@H]2CC23CC3)CC1,,,,,,ZINCnt000008A2V1,5
,,CCN(CCNC(=O)CN(C(=O)CS(=O)(=O)CC)C1CC1)C(C)C,,,,,,ZINCo800000HKEx3,5
,,C[C@@H](CC1CCC1)C(=O)N1CC[C@H]1CC(=O)N1CCSCC1,,,,,,ZINCmt00000gyyD8,5
,,C#CCCN=C(NCc1cc(C)nn1C)N(C)C,,,,,,ZINCid00000eTXsX,5
,,CC[C@H](CNC(=O)C[C@H](COC)NC(=O)C(=O)[C@H](C)CC)CC(C)C,,,,,,ZINCpt00000iZQTL,5
,,CCC1(C(=O)NCC2(C3CC3)CC2)CN(C(=O)c2csc(Cl)c2)C1,,,,,,ZINCoF00000lt1DJ,5
,,O=C(NC[C@@H]1CO[C@@H](C(F)(F)F)CN1)c1sc2cc(Br)ccc2c1Cl,,,,,,ZINCpJ00000qYEdn,5
,,CC1(C)CCC[C@@]1(CO)NC(=O)NC1CC(C(F)F)C1,,,,,,ZINCks0000082kcO,5
,,COCO[C@@H](C)C(=O)NCC(C)(C)C(=O)N[C@@H](C)[C@@](C)(OC)C1CC1,,,,,,ZINCpk00000SNqZk,5
,,COC(=O)[C@H](C)C(=O)N(C)C[C@@H]1C[C@H](F)CN1C(=O)C[C@H]1CC[C@H]1C,,,,,,ZINCpm00000SNqZQ,5
,,CC=CCCSc1nc(C)c(C(=O)OCC)s1,,,,,,ZINChG000001fUrk,5
,,C#CC(C)(C)C(=O)N[C@@H]1CCCN(C(=O)Cc2ccc(C)s2)C1,,,,,,ZINCnt000008A2V7,5
,,CCC[C@@H](C)NC(=O)[C@@H]1CC[C@H](C2CC2)N1C(=O)[C@H]1COCCO1,,,,,,ZINCok00000K6QrT,5
,,C[C@@H](CC1CCC1)C(=O)N1CC(C)(C(=O)N2CC(C)(C)C2)C1,,,,,,ZINCmv00000gyyD2,5
,,CCC[C@@H](CNC(=O)[C@H]1CC[C@H](C)CC1)NC(=O)Cn1nccn1,,,,,,ZINCol00000K6QrZ,5
,,CCc1n[nH]cc1CN(C[C@]1(F)CCOC1)C(=O)c1ccsc1C#N,,,,,,ZINCpw00000Ql5ce,5
,,CC[C@@H](C)C(=O)NNC(=O)Cn1cc(CN2CCCC2=O)nn1,,,,,,ZINCn500000deqZx,5
,,C#CCSCC(=O)O[C@@H]1COC[C@H]1N1CCCC1,,,,,,ZINCid00000eTYdR,5
,,C[C@H]1CCOCCN1C(=O)[C@@H]1C=CCN1C(=O)C1=C(Cl)CCCC1,,,,,,ZINCou00000pe4ra,5
,,CC[C@@H](C)C(=O)NC[C@H]1CN(C(=O)C(C)(C)S(C)(=O)=O)C[C@H]1O,,,,,,ZINCn500000deqLw,5
,,C#CC(C)(C)C(=O)N[C@H]1C[C@H](CCNC(=O)[C@@H]2CCCCS2)C1,,,,,,ZINCnt000008A3BT,5
,,C#CCCC(=O)N1C[C@H]2C[C@@]2(CNC(=O)CC)C1,,,,,,ZINCid00000eTX5J,5
,,C=C[C@H](O)CNC(=O)C[C@@H](CC)NC(=O)[C@H](CO)C(F)(F)F,,,,,,ZINCm700000x1nkS,5
,,COC(=O)[C@@H](C)C(=O)N(C)C[C@@H]1CCCN1C(=O)[C@H]1C(C)(C)C1(F)F,,,,,,ZINCpl00000SNqZO,5
,,C[C@@]1(CNC(=O)[C@]2(C)CCCOC2)CC(F)(F)CN1C(=O)C=CCF,,,,,,ZINCpq000001wGrx,5
,,Cc1nc(SCC(=O)N[C@@H]2COC[C@@H]2NC(=O)c2cc(C)on2)n[nH]1,,,,,,ZINCp500000l9ivo,5
,,COc1ccc(C2CC2)c(C(=O)N(C)Cc2nccn2C2CC2)c1,,,,,,ZINCoD00000gZTUF,5
,,CC[C@@H](CNC(=O)CCC(C)(C)OC)NC(=O)c1ccc(C)n1C,,,,,,ZINCor00000jvOE6,5
,,O=C(NC[C@@H]1CO[C@H]2CCC[C@H]2O1)c1ccc2cc(Cl)cc(Br)c2n1,,,,,,ZINCpH00000qYEdi,5
,,COCO[C@@H](C)C(=O)NCCC[C@@H](O)C(=O)N1CC(C)(C)CC[C@@H]1C,,,,,,ZINCpi00000SNqZv,5
,,CC/C=C\[C@@H](CO)NC(=O)CCCCCN(C)C(=O)C=C[C@@H](C)CC,,,,,,ZINCpA00000xyzzU,5
,,CC[C@]1(C(=O)NCC2(c3nc(C4(F)CC4)cs3)CC2)CCCCO1,,,,,,ZINCoF00000lt1DM,5
,,Cc1nc2ccc(C(=O)NC[C@@H](C)NC(=O)CCCC(N)=O)cn2n1,,,,,,ZINCp500000l9nLu,5
,,CC(C)[C@@H](CO)CN(Cc1nccn1C)C(=O)[C@@]1(C)CCC(=O)C1,,,,,,ZINCon00000Fy5ik,5
,,CCN(CCNC(=O)CN(C(=O)[C@@H](C)S(N)(=O)=O)C(C)C)C1CC1,,,,,,ZINCo500000HKEwZ,5
,,CCC[C@@H](C)NC(=O)[C@H]1CC[C@@H](C2CC2)N1C(=O)Cn1cnnc1,,,,,,ZINCoj00000K6QrV,5
,,Cc1nc([C@H]2CN(C)CC23CN(C(=O)NC[C@@H]2COC(=O)O2)C3)n[nH]1,,,,,,ZINCp500000l9jZ4,5
,,C[C@@]1(CNC(=O)[C@H](O)C2CCCCC2)CCN(C(=O)C2CC(F)C2)C1,,,,,,ZINCpq000001wFYa,5
,,CCc1n[nH]cc1CN(Cc1csc(C)c1)C(=O)c1cc(O)nn1C,,,,,,ZINCpw00000Ql5c5,5
,,CC(C)[C@@H](CO)CN(Cc1ncc[nH]1)C(=O)C12CCC(CC1)CO2,,,,,,ZINCop00000Fy5io,5
,,COC(=O)[C@@H](C)C(=O)NC(C)(C)[C@H](C)CC(=O)NCCCC(C)(C)O,,,,,,ZINCpj00000SNqZq,5
,,C[C@@]1(CNC(=O)[C@H]2CCCOCC2)CCCN(Cc2ncccn2)C1,,,,,,ZINCpq000001wGbv,5
,,C[C@@]1(CNC(=O)[C@H]2CCCN2N=O)CCN(C(=O)CCCCCF)C1,,,,,,ZINCpq000001wGac,5
,,CC[C@@H](C)CC(=O)N1CC2(NC(=O)CN(C)S(N)(=O)=O)CC1C2,,,,,,ZINCn500000des9v,5
,,Cc1nscc1CN(C)C(=O)c1cccnc1CN,,,,,,ZINCjl00000BlRo2,5
,,C#CC(C)(C)C(=O)N[C@H]1CCC[C@H](CNC(=O)C2(F)CCC2)C1,,,,,,ZINCnt000008A3nV,5
,,C=CC=CCCNC(=O)C1(CNC(=O)[C@H]2CN(C)C(=O)N2)CCC1,,,,,,ZINCob000011O0aW,5
,,C[C@@]1(CNC(=O)[C@@]23CCC[C@@H](CO2)C3)CCN(C(=O)c2nccs2)C1,,,,,,ZINCpq000001wFRc,5
,,C[C@@]1(CNC(=O)[C@]2(CO)CCCO2)CCCN1C(=O)c1cscc1Cl,,,,,,ZINCpq000001wGt6,5
,,C#CC(C)(C)C(=O)N[C@@H]1CC[C@H](CCNC(=O)CC(F)(F)F)C1,,,,,,ZINCnt000008A30W,5
,,CCN(CCNC(=O)CNC(=O)CNC(=O)CC(C)(C)O)C1CC1,,,,,,ZINCo400000HKEx2,5
,,CC(C)[C@H](CNC(=O)[C@H]1CC[C@H]2C[C@H]21)C(=O)N1CC[C@H](N(C)C)C1,,,,,,ZINCol00000K6QrQ,5
,,C[C@@]1(CNC(=O)[C@H](F)C2(O)CCCC2)CCCN1C(=O)[C@@H]1C=CCC1,,,,,,ZINCpq000001wFTc,5
,,CC[C@@H](C)CC(=O)N1C[C@H](O)[C@H](NC(=O)CS(=O)(=O)C(C)C)C1,,,,,,ZINCn500000dessy,5
,,CC(C)[C@@H](CO)CN(Cc1ncc[nH]1)C(=O)[C@]1(CF)CCCOC1,,,,,,ZINCon00000Fy5iq,5
,,COCO[C@@H](C)C(=O)NC[C@](C)(F)CNC(=O)c1ccc(C)nc1C,,,,,,ZINCpi00000SNqZG,5
,,CC(C)[C@@H](CO)CN(Cc1ncc([N+](=O)[O-])n1C)C(=O)C1(C)CC1,,,,,,ZINCon00000Fy5iw,5
,,CCN(CCNC(=O)CN(C)S(C)(=O)=O)C(=O)CCCCC(C)=O,,,,,,ZINCo500000HKEx8,5
,,C=C[C@@H](O)CNC(=O)C[C@@H](C)N(C)C(=O)C1CN(C(C)C)C1,,,,,,ZINCm800000x1nl1,5
,,CC=CCCN(CCCO)CCCCCCC,,,,,,ZINChG000001fUpN,5
,,COCO[C@@H](C)C(=O)N(C)C[C@H](C)C(=O)N1CCc2cccc(F)c21,,,,,,ZINCpo00000SNqZR,5
,,C#CC(C)(C)C(=O)N[C@H]1CC[C@@H](NC(=O)C2CC(=C3CC3)C2)C1,,,,,,ZINCnt000008A3sv,5
,,CC=CCCOc1c(C#N)oc2ccccc12,,,,,,ZINChG000001fUqN,5
,,CC/C=C\[C@H](CO)NC(=O)C(CC)(CC)CNC(=O)C=C(CC)CC,,,,,,ZINCpA00000xyzzH,5
,,Cc1nc2c(C(=O)NCCNC(=O)[C@H](O)CC[S@](C)=O)ccnc2[nH]1,,,,,,ZINCp500000l9lfY,5
,,CCN(CC(F)(F)F)C(=O)COC(=O)CC1=CCCCC1,,,,,,ZINCly000006S1NU,5
,,Cc1nc2c(C(=O)N3CCN(C(=O)CNC=O)[C@@H]4C[C@@H]43)ccnc2[nH]1,,,,,,ZINCp500000l9l8w,5
,,COc1cccc2c(-c3nc(C)nn3-c3cncc(C)c3)n[nH]c12,,,,,,ZINCoy00000gZTUJ,5
,,CC[C@@H](C)CC(=O)NC[C@H](O)CN(C)C(=O)c1ccc(O)nn1,,,,,,ZINCn500000desLK,5
,,C#CCNC(=O)CCNC(=O)[C@H]1CCCC[C@H]1F,,,,,,ZINCid00000eTXS9,5
,,CCC#CCCNC(=O)C1(COC)CN(C(=O)[C@H]2C[C@H](OC)C2)C1,,,,,,ZINCoe000011O0b7,5
,,CC[C@@H](C)C(=O)NC[C@H](CO)NC(=O)c1cnc(N(C)C)nc1,,,,,,ZINCn500000deqGY,5
,,CC[C@H](O)CNC(=O)C[C@@H](C)CNC(=O)[C@@H](CC)C(F)(F)F,,,,,,ZINCmm00000x1nkQ,5
,,CCc1n[nH]cc1CN(Cc1csc(Cl)c1)C(=O)CCNC(=O)NC,,,,,,ZINCpv00000Ql5c8,5
,,CC=CC[C@H](CO)NC(=O)CCCC(C)(C)NC(=O)[C@H](C)C(C)(C)C,,,,,,ZINCpB00000xyzzR,5
,,CC[C@H](CNC(=O)C(C)=C(C)C)NC(=O)c1c[nH]nc1OC(C)C,,,,,,ZINCor00000jvODX,5
,,CC=CC[C@@H](CO)NC(=O)CCCCCCNC(=O)CCC(C)(C)F,,,,,,ZINCpA00000xyzzI,5
,,Cc1nc2c([nH]1)[C@H](C(=O)NC[C@@H](O)CNC(=O)c1csnn1)CCC2,,,,,,ZINCp500000l9m0X,5
,,Cc1nc2cc(C(=O)N3C[C@@H](NC(=O)C(N)=O)C[C@@H](O)C3)ccc2s1,,,,,,ZINCp500000l9mxp,5
,,Cc1nc2c([nH]1)[C@@H](C(=O)NCCCNC(=O)[C@@]1(O)CCOC1)CCC2,,,,,,ZINCp500000l9lHa,5
,,C#CCCN(C)CC(=O)N[C@@H]1COC2(CCC2)C1,,,,,,ZINCid00000eTXnU,5
,,C[C@@H](CC1CCC1)C(=O)N1CC=C[C@H](C(=O)N(C)CCF)C1,,,,,,ZINCms00000gyyD0,5
,,CCc1n[nH]cc1CN(CC1COC(C)(C)OC1)C[C@]1(C)CCOC1,,,,,,ZINCpw00000Ql5bY,5
,,CCN(CCNC(=O)CN(C)S(C)(=O)=O)C(=O)CC1(N(C)C)CC1,,,,,,ZINCo500000HKEx7,5
,,Cc1nc2c(C(=O)NCCN(C)C(=O)Cn3cncn3)ccnc2[nH]1,,,,,,ZINCp500000l9ldO,5
,,COc1ccc(C2CC2)c(C(=O)N2CCC[C@H]3CN(C)CC[C@H]32)c1,,,,,,ZINCoB00000gZTUC,5
,,CCc1n[nH]cc1CN(CC1(F)CCCCC1)C(=O)[C@@H](O)C(F)(F)F,,,,,,ZINCpy00000Ql5cb,5
,,C#CCOCCNC(=O)c1cnn(C(F)(F)F)c1,,,,,,ZINCid00000eTY3n,5
,,CC(C)[C@H](CO)CN(Cc1ncc[nH]1)C(=O)C1CC2(CCC2=O)C1,,,,,,ZINCon00000Fy5ip,5
,,C[C@H](CC1CCC1)C(=O)N1CC(CF)(NC(=O)C=C(Cl)Cl)C1,,,,,,ZINCmx00000gyyD7,5
,,CCN(CCNC(=O)CNC(=O)CC(C)C)C(=O)[C@H]1CC(=O)[C@H]1C,,,,,,ZINCo900000HKEwV,5
,,C[C@H](CC1CCC1)C(=O)N1CC(C)(C(=O)Nc2cnsc2)C1,,,,,,ZINCmx00000gyyD3,5
,,C[C@@]1(CNC(=O)[C@H]2CC=CCC2)CCCN1C(=O)[C@H]1CC12CC(O)C2,,,,,,ZINCpq000001wG5t,5
,,C=C[C@@H](O)CNC(=O)C[C@@H](CC)NC(=O)C(COC)COC,,,,,,ZINCm500000x1nkG,5
,,C=C[C@H](O)CNC(=O)C[C@@H](C)CNC(=O)[C@H](C)C(CC)CC,,,,,,ZINCmo00000x1nkN,5
,,Cc1nc([N+](=O)[O-])cn1CCC(=O)N[C@H](CO)CNC(=O)[C@@H]1C[C@@H]1C,,,,,,ZINCp500000l9kZD,5
,,CC[C@@H](C)CC(=O)N1CC2(CN(C(=O)CS(C)(=O)=O)CCO2)C1,,,,,,ZINCn500000des9n,5
,,CC[C@@H](C)CC(=O)N[C@@H]1COC[C@H]1CNC(=O)C1=NNC(=O)C1,,,,,,ZINCn500000desYM,5
,,CCCC=CCNC(=O)[C@@]1(CO)CCN(C(=O)[C@H]2CCO[C@H]2C)C1,,,,,,ZINCog000011O0b8,5
,,Cc1nc2cc(C(=O)N[C@@H]3CN(C(=O)C=CCO)C[C@H]3O)cnc2[nH]1,,,,,,ZINCp500000l9mZ5,5
,,Cc1nc([C@@H]2CN(C)CC23CN(C(=O)[C@H]2CC(=O)NC2(C)C)C3)n[nH]1,,,,,,ZINCp500000l9jCx,5
,,Cc1nc(SCC(=O)N[C@@H]2COCC[C@@H]2NC(=O)C2(O)CCC2)n[nH]1,,,,,,ZINCp500000l9itj,5
